age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_count,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,year_birth,salary,remote_work
34,No,non travel,1065.0,Sales,12,4,Marketing,1,60.0,12,Male,72.0,3,2,Sales Executive,3,Unknown,4568.0,10034,0,No,20,4,3,40,0,11.25,2,3.0,9,8,7,1989,383400.0,No
36,No,Unknown,1195.0,Research & Development,11,3,Other,1,85.0,2,Male,95.0,2,2,Manufacturing Director,2,Single,6499.0,22656,1,No,13,3,3,40,0,6.0,3,3.0,6,0,3,1987,430200.0,Yes
29,No,travel rarely,665.0,Research & Development,15,3,Other,1,346.0,3,Male,60.0,3,1,Research Scientist,4,Unknown,6463.92,22673,1,No,19,3,1,40,0,6.0,1,3.0,6,1,5,1994,239400.0,No
26,No,Unknown,1479.0,Research & Development,1,3,Other,1,384.0,3,Female,84.0,3,2,Manufacturing Director,2,Unknown,6397.0,26767,1,No,20,4,1,40,1,6.0,6,1.0,6,1,4,1997,532440.0,No
28,No,Unknown,304.0,Sales,9,4,Life Sciences,1,498.0,2,Male,92.0,3,2,Sales Executive,4,Single,6463.92,20750,1,No,16,3,4,40,0,11.25,1,3.0,7,0,7,1995,109440.0,Yes
42,No,travel frequently,1368.0,Research & Development,30,4,Technical Degree,1,551.0,4,Female,65.97,2,2,Healthcare Representative,4,Married,6463.92,4386,0,No,11,3,4,40,3,7.0,4,4.0,6,0,4,1981,492480.0,Yes
31,No,travel rarely,828.0,Sales,2,1,Life Sciences,1,604.0,2,Male,77.0,3,2,Sales Executive,4,Unknown,6463.92,8346,4,Yes,13,3,3,40,0,10.0,2,4.0,6,0,5,1992,298080.0,Yes
37,No,non travel,142.0,Sales,9,4,Other,1,626.0,1,Male,69.0,3,3,Sales Executive,2,Divorced,6463.92,24666,1,No,13,3,4,40,1,9.0,6,3.0,9,7,7,1986,51120.0,No
50,No,Unknown,1246.0,Research & Development,3,3,Other,1,644.0,1,Male,99.0,3,5,Manager,2,Married,6463.92,7999,1,No,11,3,3,40,1,11.25,2,3.0,32,10,7,1973,448560.0,No
34,No,Unknown,254.0,Research & Development,1,2,Life Sciences,1,649.0,2,Male,83.0,2,1,Research Scientist,4,Unknown,3622.0,22794,1,Yes,13,3,4,40,1,6.0,3,3.0,6,1,3,1989,91440.0,Yes
27,No,travel frequently,1410.0,Sales,3,1,Medical,1,714.0,4,Female,71.0,4,2,Sales Executive,4,Unknown,6463.92,16673,1,No,20,3,2,40,2,11.25,3,3.0,6,0,4,1996,507600.0,No
25,No,Unknown,883.0,Sales,42,1,Other,1,781.0,42,Female,32.0,3,2,Sales Executive,4,Single,6180.0,22807,1,No,23,4,2,40,0,6.0,5,2.0,6,1,4,1998,317880.0,No
34,No,Unknown,121.0,Research & Development,2,4,Other,1,804.0,3,Female,86.0,2,1,Research Scientist,1,Unknown,4381.0,7530,1,No,11,3,3,40,0,6.0,3,3.0,6,1,3,1989,43560.0,Yes
35,No,Unknown,1343.0,Research & Development,16,1,Medical,1,856.0,16,Female,53.0,2,1,Research Scientist,1,Unknown,2559.0,17852,1,No,11,3,4,40,0,6.0,3,2.0,6,1,1,1988,483480.0,No
33,No,Unknown,827.0,Research & Development,1,4,Other,1,998.0,3,Female,84.0,4,2,Healthcare Representative,2,Married,5488.0,20161,1,Yes,13,3,1,40,1,11.25,2,3.0,6,1,2,1990,297720.0,Yes
29,No,Unknown,1107.0,Research & Development,28,4,Life Sciences,1,1120.0,3,Female,93.0,3,1,Research Scientist,4,Divorced,2514.0,26968,4,No,22,4,1,40,1,11.0,1,3.0,7,1,7,1994,398520.0,No
29,No,travel frequently,490.0,Research & Development,10,3,Other,1,1143.0,4,Female,61.0,3,1,Research Scientist,2,Divorced,6463.92,17940,0,No,14,3,4,40,2,8.0,2,2.0,7,1,1,1994,176400.0,Yes
31,No,travel rarely,1332.0,Research & Development,11,2,Other,1,1251.0,3,Male,80.0,3,2,Healthcare Representative,1,Married,6463.92,17089,1,Yes,12,3,4,40,0,6.0,2,2.0,6,0,1,1992,479520.0,No
47,No,travel rarely,465.0,Research & Development,1,3,Other,1,1438.0,1,Male,74.0,3,1,Research Scientist,4,Unknown,3420.0,10205,7,No,12,3,3,40,1,17.0,2,2.0,6,1,2,1976,167400.0,Yes
32,No,Unknown,1200.0,Research & Development,1,4,Other,1,1574.0,4,Male,65.97,3,2,Research Scientist,1,Married,4087.0,25174,4,No,14,3,2,40,1,9.0,3,2.0,6,1,2,1991,432000.0,Yes
32,No,Unknown,977.0,Research & Development,2,3,Medical,1,1671.0,4,Male,45.0,3,2,Research Scientist,2,Divorced,6463.92,25518,0,No,13,3,3,40,2,10.0,4,2.0,9,1,6,1991,351720.0,Yes
29,No,travel rarely,1328.0,Research & Development,2,3,Life Sciences,1,94.0,3,Male,76.0,3,1,Research Scientist,2,Married,6463.92,4956,0,No,23,4,4,40,1,11.25,3,3.0,5,0,4,1994,478080.0,No
56,No,Unknown,802.09,Research & Development,13,3,Other,1,112.0,4,Male,65.97,1,3,Manufacturing Director,4,Unknown,6463.92,21698,4,No,11,3,1,40,0,37.0,3,2.0,6,0,2,1967,288750.68,Yes
28,No,Unknown,120.0,Sales,4,3,Medical,1,129.0,2,Male,43.0,3,2,Sales Executive,3,Unknown,4221.0,8863,1,No,15,3,2,40,0,5.0,3,4.0,5,0,4,1995,43200.0,Yes
25,Yes,travel rarely,240.0,Sales,5,3,Other,1,142.0,3,Male,46.0,2,2,Sales Executive,3,Single,6463.92,26959,1,Yes,11,3,4,40,0,11.25,1,3.0,6,0,3,1998,86400.0,Yes
56,Yes,Unknown,441.0,Research & Development,14,4,Life Sciences,1,161.0,2,Female,72.0,3,1,Research Scientist,2,Unknown,4963.0,4510,9,No,18,3,1,40,3,7.0,2,3.0,5,4,3,1967,158760.0,Yes
26,No,Unknown,841.0,Research & Development,6,3,Other,1,164.0,3,Female,46.0,2,1,Research Scientist,2,Married,6463.92,23300,1,No,19,3,3,40,0,5.0,3,2.0,5,4,3,1997,302760.0,No
32,Yes,Unknown,1033.0,Research & Development,9,3,Medical,1,190.0,1,Female,41.0,3,1,Laboratory Technician,1,Unknown,4200.0,10224,7,No,22,4,1,40,0,11.25,2,4.0,5,0,4,1991,371880.0,No
30,No,travel rarely,802.09,Research & Development,18,3,Life Sciences,1,194.0,1,Female,75.0,3,1,Research Scientist,3,Single,6463.92,23910,1,No,14,3,3,40,0,11.25,4,2.0,5,0,4,1993,288750.68,Yes
50,No,travel rarely,1452.0,Research & Development,11,3,Other,1,226.0,3,Female,53.0,3,5,Manager,2,Unknown,6463.92,17053,3,No,15,3,2,40,0,11.25,5,3.0,5,4,4,1973,522720.0,No
32,No,Unknown,120.0,Research & Development,6,5,Life Sciences,1,231.0,3,Male,43.0,3,1,Research Scientist,3,Unknown,6463.92,12430,3,No,20,4,1,40,0,8.0,2,2.77,5,1,4,1991,43200.0,No
45,No,travel rarely,1268.0,Sales,4,2,Other,1,240.0,3,Female,30.0,3,2,Sales Executive,1,Unknown,5006.0,6319,4,No,11,3,1,40,1,9.0,3,4.0,5,0,3,1978,456480.0,No
43,No,Unknown,802.09,Research & Development,7,3,Other,1,262.0,4,Male,37.0,4,1,Research Scientist,4,Divorced,6463.92,5228,4,No,14,3,4,40,3,7.0,3,4.0,5,2,2,1980,288750.68,Yes
29,Yes,Unknown,121.0,Sales,27,3,Marketing,1,283.0,2,Female,35.0,3,3,Sales Executive,4,Married,7639.0,24525,1,No,22,4,4,40,3,10.0,3,2.0,10,1,9,1994,43560.0,Yes
31,No,non travel,802.09,Research & Development,1,4,Medical,1,308.0,3,Male,90.0,1,2,Manufacturing Director,3,Unknown,6463.92,4381,0,No,12,3,4,40,1,6.0,2,3.0,5,1,4,1992,288750.68,Yes
33,Yes,Unknown,813.0,Research & Development,14,3,Other,1,325.0,3,Male,58.0,3,1,Laboratory Technician,4,Married,6463.92,22149,5,Yes,13,3,3,40,1,8.0,2,1.0,5,0,4,1990,292680.0,No
31,Yes,Unknown,307.0,Research & Development,29,2,Other,1,355.0,3,Male,71.0,2,1,Laboratory Technician,2,Unknown,6463.92,11652,0,No,11,3,2,40,0,11.25,2,4.0,5,1,4,1992,110520.0,Yes
37,No,Unknown,228.0,Sales,6,4,Other,1,378.0,3,Male,65.97,3,2,Sales Executive,4,Unknown,6502.0,22825,4,No,14,3,2,40,1,11.25,5,4.0,5,0,1,1986,82080.0,Yes
27,No,non travel,210.0,Sales,1,1,Marketing,1,449.0,3,Male,73.0,3,2,Sales Executive,2,Unknown,6349.0,22107,0,Yes,13,3,4,40,1,11.25,0,2.77,5,1,4,1996,75600.0,Yes
41,No,travel rarely,483.0,Research & Development,6,3,Other,1,466.0,4,Male,65.97,2,2,Manufacturing Director,2,Single,6463.92,10110,6,Yes,15,3,4,40,0,11.25,3,3.0,5,1,2,1982,173880.0,Yes
37,No,travel rarely,921.0,Research & Development,10,3,Medical,1,486.0,3,Female,98.0,3,1,Laboratory Technician,1,Unknown,6463.92,17663,6,No,20,4,2,40,1,11.25,3,3.0,5,0,3,1986,331560.0,Yes
40,Yes,Unknown,575.0,Sales,22,2,Other,1,492.0,22,Male,68.0,2,2,Sales Executive,3,Unknown,6380.0,6110,2,Yes,12,3,1,40,2,8.0,6,3.0,6,1,0,1983,207000.0,Yes
55,No,Unknown,1311.0,Research & Development,2,3,Other,1,505.0,3,Female,97.0,3,4,Manager,4,Single,6463.92,23258,2,Yes,13,3,3,40,0,11.25,2,3.0,5,1,2,1968,471960.0,No
26,Yes,travel frequently,575.0,Research & Development,3,1,Other,1,510.0,3,Male,73.0,3,1,Research Scientist,1,Unknown,3102.0,6582,0,No,22,4,3,40,0,11.25,2,3.0,6,0,4,1997,207000.0,Yes
25,No,Unknown,891.0,Sales,4,2,Other,1,527.0,2,Female,99.0,2,2,Sales Executive,4,Single,6463.92,12090,1,Yes,11,3,2,40,0,5.0,3,3.0,5,1,3,1998,320760.0,No
42,No,travel frequently,532.0,Research & Development,12,2,Other,1,547.0,1,Female,92.0,3,2,Research Scientist,3,Unknown,4556.0,12932,2,No,11,3,2,40,1,19.0,3,3.0,5,0,2,1981,191520.0,No
30,No,travel rarely,317.0,Research & Development,2,3,Life Sciences,1,548.0,3,Female,43.0,1,2,Manufacturing Director,4,Unknown,6463.92,24793,2,No,20,4,3,40,0,11.0,2,3.0,5,0,2,1993,114120.0,Yes
35,No,travel rarely,144.0,Research & Development,22,3,Life Sciences,1,577.0,4,Male,46.0,1,1,Laboratory Technician,3,Single,4230.0,19225,0,No,15,3,3,40,0,11.25,2,3.0,5,4,3,1988,51840.0,No
32,No,travel rarely,646.0,Research & Development,9,4,Other,1,679.0,1,Female,92.0,3,2,Research Scientist,4,Married,6322.0,18089,1,No,12,3,4,40,1,6.0,2,2.77,6,0,5,1991,232560.0,No
47,Yes,Unknown,719.0,Sales,27,2,Life Sciences,1,785.0,2,Female,77.0,4,2,Sales Executive,3,Unknown,6463.92,10339,4,Yes,12,3,4,40,0,8.0,2,3.0,5,1,3,1976,258840.0,No
30,No,travel frequently,1012.0,Research & Development,5,4,Life Sciences,1,861.0,2,Male,65.97,2,1,Research Scientist,4,Divorced,6463.92,2373,9,No,12,3,2,40,1,10.0,3,2.0,5,0,3,1993,364320.0,Yes
45,No,Unknown,930.0,Sales,9,3,Marketing,1,864.0,4,Male,74.0,3,3,Sales Executive,1,Divorced,10761.0,19239,4,Yes,12,3,3,40,1,18.0,2,3.0,5,0,2,1978,334800.0,No
36,No,travel rarely,1278.0,Research & Development,8,3,Life Sciences,1,878.0,1,Male,77.0,2,1,Human Resources,1,Unknown,6463.92,8635,0,No,21,4,3,40,0,11.25,3,3.0,5,0,3,1987,460080.0,Yes
31,No,Unknown,1222.0,Research & Development,11,4,Other,1,895.0,4,Male,48.0,3,1,Research Scientist,4,Unknown,6463.92,14871,3,No,19,3,2,40,1,11.25,2,3.0,6,0,2,1992,439920.0,Yes
37,No,travel frequently,1231.0,Sales,21,2,Medical,1,900.0,3,Female,54.0,3,1,Sales Representative,4,Married,2973.0,21222,5,No,15,3,2,40,1,11.25,3,3.0,5,0,0,1986,443160.0,No
42,No,Unknown,462.0,Sales,14,2,Other,1,936.0,3,Female,68.0,2,2,Sales Executive,3,Unknown,6463.92,7824,7,No,17,3,1,40,0,11.25,6,3.0,5,0,3,1981,166320.0,Yes
50,No,Unknown,802.09,Research & Development,1,2,Medical,1,997.0,4,Male,66.0,3,4,Research Director,4,Divorced,17399.0,6615,9,No,22,3,3,40,1,32.0,1,2.0,5,1,3,1973,288750.68,Yes
59,No,travel rarely,1089.0,Research & Development,1,2,Other,1,1048.0,2,Male,66.0,3,3,Manager,4,Unknown,6463.92,11038,3,Yes,14,3,3,40,1,14.0,1,1.0,6,0,4,1964,392040.0,Yes
56,No,Unknown,1240.0,Research & Development,9,3,Medical,1,1071.0,1,Female,63.0,3,1,Research Scientist,3,Married,6463.92,12154,2,No,19,3,2,40,1,18.0,4,3.0,5,0,3,1967,446400.0,No
48,No,Unknown,1262.0,Research & Development,1,4,Other,1,1116.0,1,Male,35.0,4,4,Manager,4,Single,16885.0,16154,2,No,22,3,3,40,0,11.25,3,2.0,5,2,1,1975,454320.0,Yes
39,No,Unknown,439.0,Research & Development,9,3,Life Sciences,1,1132.0,3,Male,70.0,3,2,Laboratory Technician,2,Single,6463.92,8770,9,No,15,3,3,40,0,9.0,2,2.0,5,0,3,1984,158040.0,No
42,No,travel rarely,647.0,Sales,4,4,Marketing,1,1171.0,2,Male,45.0,3,2,Sales Executive,1,Single,5155.0,2253,7,No,13,3,4,40,0,11.25,3,2.77,6,1,5,1981,232920.0,No
44,Yes,Unknown,1097.0,Research & Development,10,4,Other,1,1200.0,3,Male,96.0,3,1,Research Scientist,3,Single,2936.0,10826,1,Yes,11,3,3,40,0,6.0,4,3.0,6,0,2,1979,394920.0,No
29,No,travel rarely,942.0,Research & Development,15,1,Other,1,1202.0,2,Female,69.0,1,1,Research Scientist,4,Married,6463.92,26933,0,Yes,18,3,1,40,1,6.0,2,2.0,5,1,3,1994,339120.0,No
54,No,travel frequently,966.0,Research & Development,1,4,Other,1,1245.0,4,Female,53.0,3,3,Manufacturing Director,3,Unknown,6463.92,9659,7,No,17,3,1,40,1,33.0,2,1.0,5,1,4,1969,347760.0,No
46,No,Unknown,168.0,Research & Development,4,2,Other,1,1280.0,4,Female,33.0,2,5,Manager,2,Married,18789.0,9946,2,No,14,3,3,40,1,11.25,2,3.0,11,0,8,1977,60480.0,Yes
32,Yes,travel rarely,1089.0,Research & Development,7,2,Life Sciences,1,1309.0,4,Male,79.0,3,2,Laboratory Technician,3,Unknown,4883.0,22845,1,No,18,3,1,40,1,11.25,3,3.0,10,1,1,1991,392040.0,Yes
34,No,non travel,999.0,Research & Development,26,1,Other,1,1374.0,1,Female,92.0,2,1,Research Scientist,3,Divorced,2029.0,15891,1,No,20,4,3,40,3,5.0,2,3.0,5,0,0,1989,359640.0,Yes
39,No,travel rarely,1498.0,Sales,21,4,Other,1,1390.0,1,Male,44.0,2,2,Sales Executive,4,Married,6463.92,3567,3,No,12,3,4,40,2,8.0,2,4.0,5,1,4,1984,539280.0,No
33,No,Unknown,1111.0,Sales,41,1,Life Sciences,1,1395.0,41,Male,61.0,3,2,Sales Executive,4,Married,6463.92,19293,6,No,13,3,1,40,0,8.0,2,4.0,5,1,2,1990,399960.0,Yes
39,No,non travel,1485.0,Research & Development,25,2,Other,1,1397.0,3,Male,71.0,3,3,Healthcare Representative,3,Unknown,6463.92,3449,3,No,21,4,2,40,1,13.0,2,3.0,6,0,5,1984,534600.0,No
52,No,travel rarely,258.0,Research & Development,8,4,Other,1,1409.0,3,Female,54.0,3,1,Laboratory Technician,1,Married,6463.92,17363,9,No,13,3,3,40,0,12.0,2,1.0,5,0,4,1971,92880.0,Yes
36,No,Unknown,1174.0,Sales,3,4,Other,1,1425.0,1,Female,99.0,3,2,Sales Executive,2,Single,9278.0,20763,3,Yes,16,3,4,40,0,15.0,3,3.0,5,0,1,1987,422640.0,Yes
36,No,Unknown,172.0,Research & Development,47,4,Life Sciences,1,1435.0,47,Male,65.97,2,2,Laboratory Technician,4,Single,6463.92,22604,1,No,16,3,3,40,0,10.0,2,2.0,10,1,8,1987,61920.0,Yes
24,No,travel rarely,802.09,Sales,4,1,Other,1,1445.0,4,Female,42.0,3,2,Sales Executive,3,Married,4162.0,15211,1,Yes,12,3,3,40,2,11.25,3,3.0,5,0,3,1999,288750.68,Yes
28,No,Unknown,866.0,Sales,5,3,Other,1,1469.0,4,Male,65.97,3,2,Sales Executive,1,Single,6463.92,23490,0,No,18,3,4,40,0,11.25,4,3.0,5,1,3,1995,311760.0,Yes
47,No,travel rarely,571.0,Sales,14,3,Medical,1,1503.0,3,Female,65.97,3,2,Sales Executive,3,Married,6463.92,24200,3,No,17,3,3,40,1,11.25,4,2.0,5,1,2,1976,205560.0,Yes
40,Yes,Unknown,676.0,Research & Development,9,4,Life Sciences,1,1534.0,4,Male,86.0,3,1,Laboratory Technician,1,Single,6463.92,21831,3,No,14,3,2,40,0,15.0,3,1.0,5,1,0,1983,243360.0,No
45,No,travel rarely,950.0,Research & Development,49,3,Technical Degree,1,1546.0,49,Male,97.0,3,1,Research Scientist,4,Married,6463.92,4585,4,No,20,4,4,40,1,11.25,3,3.0,5,0,3,1978,342000.0,Yes
40,No,travel rarely,1342.0,Sales,9,2,Other,1,1548.0,1,Male,47.0,3,2,Sales Executive,1,Unknown,6463.92,19345,0,No,12,3,4,40,0,11.25,5,4.0,8,7,1,1983,483120.0,Yes
40,No,Unknown,118.0,Sales,14,2,Life Sciences,1,1598.0,4,Female,84.0,3,2,Sales Executive,1,Married,6463.92,11262,1,No,15,3,3,40,1,5.0,2,3.0,5,1,2,1983,42480.0,Yes
43,No,Unknown,990.0,Research & Development,27,3,Other,1,1599.0,4,Male,87.0,4,1,Laboratory Technician,2,Divorced,4876.0,5855,5,No,12,3,3,40,1,11.25,0,2.77,6,0,2,1980,356400.0,No
30,No,Unknown,241.0,Research & Development,7,3,Other,1,1609.0,2,Male,48.0,2,1,Research Scientist,2,Unknown,2141.0,5348,1,No,12,3,2,40,1,6.0,3,2.0,6,1,1,1993,86760.0,Yes
38,No,Unknown,802.09,Research & Development,2,2,Other,1,1638.0,4,Female,54.0,2,3,Manufacturing Director,3,Unknown,7756.0,14199,3,No,19,3,4,40,1,10.0,6,4.0,5,0,2,1985,288750.68,Yes
37,No,travel rarely,1470.0,Research & Development,10,3,Other,1,1640.0,2,Female,71.0,3,1,Research Scientist,2,Married,3936.0,9953,1,No,11,3,1,40,1,8.0,2,1.0,8,7,7,1986,529200.0,No
36,No,travel rarely,1040.0,Research & Development,11,2,Life Sciences,1,1664.0,11,Male,79.0,4,2,Healthcare Representative,1,Divorced,6842.0,26308,6,No,20,4,1,40,1,13.0,3,3.0,5,0,4,1987,374400.0,Yes
23,Yes,travel rarely,1320.0,Research & Development,8,1,Medical,1,1684.0,4,Male,93.0,2,1,Laboratory Technician,3,Single,3989.0,20586,1,No,11,3,1,40,0,5.0,2,3.0,5,1,2,2000,475200.0,Yes
35,No,Unknown,146.0,Research & Development,2,4,Other,1,1704.0,1,Male,79.0,2,1,Research Scientist,4,Unknown,4930.0,13970,0,Yes,14,3,3,40,0,6.0,2,4.0,5,1,4,1988,52560.0,Yes
31,No,travel frequently,163.0,Research & Development,24,1,Technical Degree,1,1736.0,4,Female,30.0,3,2,Manufacturing Director,4,Single,6463.92,6670,2,No,20,4,4,40,0,9.0,3,2.0,5,1,4,1992,58680.0,Yes
38,No,travel rarely,1153.0,Research & Development,6,2,Other,1,1782.0,4,Female,40.0,2,1,Laboratory Technician,3,Married,3702.0,16376,1,No,11,3,2,40,1,5.0,3,3.0,5,0,4,1985,415080.0,Yes
35,No,Unknown,185.0,Research & Development,23,4,Medical,1,1826.0,2,Male,91.0,1,1,Laboratory Technician,3,Married,2705.0,9696,0,No,16,3,2,40,1,6.0,2,4.0,5,0,3,1988,66600.0,Yes
27,No,travel frequently,1297.0,Research & Development,48,2,Other,1,1850.0,48,Female,65.97,3,1,Laboratory Technician,4,Single,2379.0,19826,0,Yes,14,3,3,40,0,6.0,3,2.0,5,0,2,1996,466920.0,Yes
41,No,Unknown,337.0,Sales,8,3,Other,1,1909.0,3,Female,54.0,3,2,Sales Executive,2,Unknown,6463.92,26841,5,No,21,4,3,40,1,14.0,3,3.0,5,1,4,1982,121320.0,Yes
33,No,travel rarely,217.0,Sales,15,4,Marketing,1,1924.0,2,Male,43.0,3,2,Sales Executive,3,Single,5487.0,10410,1,No,14,3,2,40,0,11.25,2,2.0,10,0,9,1990,78120.0,No
49,No,Unknown,1064.0,Research & Development,2,1,Life Sciences,1,1941.0,2,Male,42.0,3,5,Research Director,4,Married,6463.92,13738,3,No,15,3,4,40,0,28.0,3,3.0,5,4,3,1974,383040.0,No
36,No,non travel,1351.0,Research & Development,9,4,Other,1,1949.0,1,Male,66.0,4,1,Laboratory Technician,2,Unknown,2810.0,9238,1,No,22,4,2,40,0,5.0,3,3.0,5,0,2,1987,486360.0,Yes
36,Yes,travel rarely,1218.0,Sales,9,4,Life Sciences,1,27.0,3,Male,82.0,2,1,Sales Representative,1,Single,6463.92,6986,7,No,23,4,2,40,0,11.25,4,2.77,5,0,3,1987,438480.0,No
43,No,travel rarely,1273.0,Research & Development,2,2,Medical,1,46.0,4,Female,72.0,4,1,Research Scientist,3,Unknown,6463.92,21923,1,No,12,3,4,40,2,6.0,3,2.0,5,1,4,1980,458280.0,No
33,No,travel frequently,1141.0,Sales,18,3,Life Sciences,1,52.0,18,Female,42.0,4,2,Sales Executive,1,Married,6463.92,3193,2,No,19,3,1,40,2,11.25,3,3.0,5,1,3,1990,410760.0,No
44,No,Unknown,1488.0,Sales,1,5,Marketing,1,68.0,2,Female,75.0,3,2,Sales Executive,1,Unknown,5454.0,4009,5,No,21,4,3,40,1,9.0,2,2.0,4,1,3,1979,535680.0,No
38,No,Unknown,653.0,Research & Development,29,5,Life Sciences,1,79.0,4,Female,50.0,3,2,Laboratory Technician,4,Single,6463.92,5456,1,No,11,3,4,40,0,10.0,2,3.0,10,9,9,1985,235080.0,Yes
50,No,Unknown,989.0,Research & Development,7,2,Medical,1,80.0,2,Female,43.0,2,5,Research Director,3,Divorced,18740.0,16701,5,No,12,3,4,40,1,11.25,2,2.0,27,13,8,1973,356040.0,No
59,No,travel frequently,1225.0,Sales,1,1,Other,1,91.0,1,Female,57.0,2,2,Sales Executive,3,Single,5473.0,24668,7,No,11,3,4,40,0,20.0,2,2.0,4,1,3,1964,441000.0,No
40,No,travel frequently,530.0,Research & Development,1,4,Life Sciences,1,119.0,3,Male,78.0,2,4,Healthcare Representative,2,Married,13503.0,14115,1,No,22,4,4,40,1,22.0,3,2.0,22,11,11,1983,190800.0,No
54,No,travel rarely,1217.0,Research & Development,2,4,Technical Degree,1,126.0,1,Female,60.0,3,3,Research Director,3,Unknown,13549.0,24001,9,No,12,3,1,40,1,16.0,5,1.0,4,0,3,1969,438120.0,No
54,No,non travel,142.0,Research & Development,26,3,Other,1,148.0,4,Female,65.97,4,4,Manager,4,Single,6463.92,13871,2,No,12,3,3,40,0,11.25,3,3.0,5,4,4,1969,51120.0,Yes
24,No,Unknown,1127.0,Research & Development,18,1,Life Sciences,1,150.0,2,Male,52.0,3,1,Laboratory Technician,3,Married,2774.0,13257,0,No,12,3,3,40,1,11.25,2,3.0,5,1,2,1999,405720.0,Yes
30,No,travel rarely,1427.0,Research & Development,2,1,Other,1,198.0,2,Male,35.0,2,1,Laboratory Technician,4,Single,6463.92,11162,0,No,13,3,4,40,0,6.0,3,3.0,5,1,2,1993,513720.0,Yes
34,No,travel frequently,303.0,Sales,10,4,Other,1,216.0,10,Female,75.0,3,1,Sales Representative,3,Unknown,6463.92,11314,6,No,18,3,4,40,1,11.25,3,3.0,4,1,2,1989,109080.0,No
38,No,travel rarely,702.0,Sales,1,4,Life Sciences,1,230.0,1,Female,65.97,2,2,Sales Executive,4,Single,6463.92,12930,4,No,22,3,3,40,0,12.0,2,4.0,8,0,7,1985,252720.0,No
42,No,Unknown,926.0,Research & Development,21,2,Other,1,270.0,3,Female,36.0,3,2,Manufacturing Director,3,Divorced,5265.0,16439,2,No,16,3,2,40,1,11.0,5,3.0,5,0,2,1981,333360.0,No
34,No,Unknown,878.0,Research & Development,10,4,Other,1,277.0,4,Male,43.0,3,1,Research Scientist,3,Divorced,3815.0,5972,1,Yes,17,3,4,40,1,11.25,4,4.0,5,2,0,1989,316080.0,Yes
30,Yes,Unknown,334.0,Sales,26,4,Other,1,299.0,3,Female,52.0,2,2,Sales Executive,1,Unknown,6463.92,22967,5,No,15,3,3,40,0,9.0,5,2.0,6,0,1,1993,120240.0,Yes
29,Yes,travel rarely,896.0,Research & Development,13,1,Medical,1,315.0,13,Male,86.0,2,1,Research Scientist,4,Single,2389.0,14961,1,No,13,3,3,40,0,4.0,3,2.77,4,0,1,1994,322560.0,Yes
32,No,Unknown,1401.0,Sales,4,2,Other,1,330.0,3,Female,56.0,3,1,Sales Representative,2,Married,6463.92,20990,2,No,11,3,1,40,1,11.25,5,3.0,4,1,2,1991,504360.0,No
25,No,Unknown,675.0,Research & Development,5,2,Life Sciences,1,369.0,2,Male,85.0,4,2,Healthcare Representative,1,Unknown,4000.0,18384,1,No,12,3,4,40,2,6.0,2,3.0,6,1,5,1998,243000.0,Yes
53,No,Unknown,1070.0,Research & Development,3,4,Other,1,386.0,3,Male,45.0,3,4,Research Director,3,Married,17584.0,21016,3,Yes,16,3,4,40,3,21.0,5,2.0,5,1,3,1970,385200.0,Yes
26,No,Unknown,496.0,Research & Development,11,2,Medical,1,390.0,1,Male,60.0,3,2,Healthcare Representative,1,Married,6463.92,22722,1,No,13,3,3,40,1,5.0,3,3.0,5,3,3,1997,178560.0,Yes
28,No,travel rarely,1476.0,Research & Development,16,2,Medical,1,412.0,2,Male,68.0,4,2,Healthcare Representative,1,Single,5661.0,4824,0,No,19,3,3,40,0,9.0,2,3.0,8,0,7,1995,531360.0,Yes
58,No,Unknown,390.0,Research & Development,1,4,Life Sciences,1,422.0,4,Male,32.0,1,2,Healthcare Representative,3,Divorced,6463.92,17056,2,Yes,13,3,4,40,1,11.25,2,3.0,5,1,2,1965,140400.0,Yes
27,No,travel rarely,1220.0,Research & Development,5,3,Other,1,434.0,3,Female,85.0,3,1,Research Scientist,2,Single,6463.92,20938,1,No,12,3,2,40,0,4.0,2,2.77,4,1,2,1996,439200.0,Yes
54,No,travel frequently,928.0,Research & Development,20,4,Life Sciences,1,450.0,4,Female,31.0,3,2,Research Scientist,3,Unknown,4869.0,16885,3,No,12,3,4,40,0,20.0,4,2.0,4,0,3,1969,334080.0,No
29,No,non travel,746.0,Sales,2,3,Life Sciences,1,469.0,4,Male,61.0,3,2,Sales Executive,3,Unknown,4649.0,16928,1,No,14,3,1,40,1,11.25,3,2.0,4,0,2,1994,268560.0,Yes
50,No,travel rarely,1046.0,Research & Development,10,3,Other,1,491.0,4,Male,100.0,2,3,Healthcare Representative,4,Unknown,10496.0,2755,6,No,15,3,4,40,0,20.0,2,3.0,4,1,3,1973,376560.0,No
24,Yes,travel rarely,1448.0,Sales,1,1,Technical Degree,1,554.0,1,Female,62.0,3,1,Sales Representative,2,Single,6463.92,21972,1,Yes,16,3,2,40,0,6.0,4,3.0,5,1,4,1999,521280.0,Yes
